תתעודד של הוא ! לפחות תקבלו ל גליזציה !	0.0
אם הייתה כבר ל גליזציה ה סגר ה זה היה עובד ל אתם הרבה יותר טוב .	0.0
"ה מרכז לבקרת תחלואה ב ארה""ב ( CDC ) מזהיר חולים מוחלשי חיסון מפני ה סכנות ש ב ה צריכת קנאביס עם עובש . נתונים חדשים ש הוא מפרסם מראים מדוע חשוב ש חולים אלו יצרכו רק קנאביס רפואי מפוקח , ש ריכוזי ה עובשים ב הוא נבדקו ב ה מעבדה ו עומדים ב רף מחמיר . פרטים :"	0.0
לבנון עשתה ל גליזציה של גידול קנאביס לפני אנחנו . אני חוזר , לבנון השיגו את אנחנו . …	0.0
אוגרים קנאביס לקראת ה סגר : 30 % עלייה ב מכירות ב טלגר של הם …	0.0
"קנאביס ב ה מרשם רופא , ש יווק ישיר "" מ ה מפעל ל מטופל "" , סבסוד קנאביס ל מטופלים , ייצוא ל חו""ל , גידולי חוץ , סיבידי ו קנבינואידים נוספים חוקיים , העברת תחום ה טיפול ב קנאביס מ ה יק""ר ל ה הסתדרות ה רופאים ו עוד - נחשפה ה תכנית ל תיקון ה רפורמה . כל ה פרטים :"	0.0
אני ה יחיד ש נשאר ל הוא את ה דברים ה שחורים ה אלה ב סוף ה עישון ? ה קססה ה זו ש מצד אחד לא ל גמרי שרופה אבל מצד שני לא ממש חדשה ? בוא של הוא תשמעו רגע מה עושים עם זה ה חח וייפ קנאביס וויד ירוק וויד420	0.0
ל גליזציה ב ישראל ב ה שנתיים ה קרובות	0.0
קנאביס חזק יותר לא ב הכרח גם טוב יותר , אבל כן מדובר ב מדד מעניין ש הופך ב כל ה עולם ל תחרות : מי ייצר זן חזק יותר . ל חנויות ב ישראל הגיע היום ה זן ה חזק ביותר ב ישראל , ו ב רשימה כאן 4 זנים חזקים נוספים . תמונות ו פרטים :	0.0
"N 12 - חוקרים מ רמב""ם : "" קנאביס עשוי לסייע ל ה חולים קשים ב קורונה "" …"	0.0
רק גראס מחכה להיות חוקי , הוא פותר כל בעיה רפואית , חברות ה תרופות יכולות לסגור את ה מפעלים של הם , זאת מתנה ש קיבלנו מ אלוהים , היא של אנחנו , גם על ה צמח ה נדיב ה זה , מנסים להשתלט , תנו ל הוא לצמוח ב שקט	0.0
ליצמן היקר . נראה ל אני ש זה ב ה דיוק ה זמן להנפיק רשיונות קנאביס רפואי ל כולם .	0.0
זה אבסורד שביבי מואשם ב ה סיקור אוהד . . הוא ה אדם הכי מושמץ ב תקשורת ב ישראל אי פעם . זה כמו ש יאשימו את אני ש אני לא אוהב קנאביס טמטום נוסח ישראל	0.0
ב רגעים קשים אלו אני שמח ש קיים קבינט פיוס ש יוריד את ה להבות ו ימנע מלחמת אזרחים . אני גם שמח על כך ש ביבי הבטיח ל גליזציה של קנאביס - מה ש יאפשר ל כולם להיות טיפה יותר רגועים .	0.0
. . . סיום הסכם למכ' קנאביס בין תקונ ופנאק , יאפשר לתקונ לייעד שטחי גידול נוספים ל זני תיקון עולם $TKUN. . .	0.0
הכי אהבתי את ה פוטושופ של בנין ה עיריה מואר כ דגל לבנון כש ה עץ מוחלף ב הוא בעלה קנאביס כאילו זה אמור להעליב את אנחנו ק נאביס	0.0
אגב אורלי לוי קיבלה עכשיו את ה רשות ל מלחמה ב סמים , כ חלק מ ה סמכויות של היא ב משרד ל חיזוק קהילתי , אולי היא תעשה ל גליזציה ( חחחחחחחחחחחחחחחחחחחחחח )	0.0
ה מחאה גוברת , לכן אין ספק ש בקרוב שוב נשמע על ל גליזציה . עם של אני , ה אזרח ה קטן אני 2018	0.0
אין אפילו סיבה אחת ה גיונית לא לאשר עכשיו קנאביס רפואי ל כולם	0.0
ה יום ב ה שוק ה כרמל . נותנים כבוד . מזהים את אני ו מדברים . . . . הצטרפו חברים ש הכרתי ב מחאת ה עצמאים ו נפגעי קנאביס . קצת שינוי מ מה ש הרגשתי אמש ב ה כנסת עם ה מחנה של אנחנו . . . אני בהלם . ה רבה יותר אנשים עוצרים מרצון של הם ו מזדהים . ה דגלים ה שחורים יחידים חוזהחדש …	0.0
אי הפללת צרכני קנביס . כבר יש תוצאות ב ה שטח …	0.0
ל גליזציה תחילה . ו אז שיעשו ריבונות ו יקימו את ה מסעדה ל כל הכל יכול מלבד להכין ל עצמו לאכול מצידי .	0.0
ה חיפאים לא יודעים מה טוב , בתור חולת סרטן רק ל אני יש זכויות מינימליות ב ה מדינה , זה ה פתרון . תעשו כולם סרטן וילד לבד , ב יחד זה כמעט שכר מינימום מבטל . כולם צריכים . ו כמובן קנאביס עד ה בית . בוא של הוא נשווה זכויות סרטן ל כל !	0.0
פייסבוק את של היא הזכיר ל אני ש אתמול לפני 4 שנים הייתי ב אולימפיקו ב ה גמר גביע מילאן - יובנטוס יושבת ב קורבה בין אוהדי מילאן בתוך עננת גראס . איזה ערב נפלא . pic.twitter.com/v7RYxYimr q	0.0
לפחות תהיה ל גליזציה של קנאביס . ביבי הבטיח	0.0
משהו ש אי אפשר לחכות עם זה עד ה בוקר . מה עם שר ל ענייני ל גליזציה ?	0.0
איזה עולם נפלא ש יותר קל להשיג קנאביס מביצים	0.0
שמן זרעי ענבים – נוגדי חמצון , נוגדי דלקתיות , מעכבים הצטברות עודפת של טסיות דם , אנטי - מיקרוביאלים ו מעכבי תהליכי הזדקנות – זרעי ענבים … דרך @שמן קנאביס	0.0
אם כבר מדברים על לעשות ל גליזציה ב אילת , למה לא גם ב קריית שממה ? ככה גם נוריד את כמות ה אבטלה ה סמויה של בלשים ב איזור ש יתעסקו ב גניבות חקלאיות של טובאנים ו לא בלהציק ל סטודנטים של תל - חי ש ירדו לעשות שכטה ב נחל .	0.0
זכור של היא ל אני איזו הבטחת בחירות לגבי ל גליזציה של קנאביס או ש אני מחוקה מהסמים ו הזיתי ?	0.0
גלעד ארדן עוזב את ה כנסת ו לא יהיה שר ב ה ממשלה ה באה . ברוך ש פטרנו . ה צד ה בא : ל גליזציה של סמים קלים	0.0
שנים ש אנחנו מנסים להגיע אל הוא ו ה סאחי ה זה מ ארגן איתו הוא שיחה ב 5 דקות . עולם אכזר Herzog תארגן משהו ב חייך …	0.0
ה לוואי ש יגלו ש מה שמונע / מרפא קורונה זה גראס	0.0
פתאום נתקפתי כעס ו חוסר סבלנות נוראים ללא טריגר . מ זל ש יש קנביס שיווסת את אני כמו כן אני מעשן	0.0
3 6 שרים ו אפילו לא אחד ל ענייני ל גליזציה . ש תפו ש כולם יראו את ה צביעות !	0.0
"אמא של אני : "" מה ה בעיה ב נענע ? זה עלים ירוקים זה טוב. "" אני ב תגובה : "" גם גראס זה עלים ירוקים ו טוב "" קמצף של היא מאמא של אני לצעוק על אני או משהו* אמא של אני : * פאקינג צוחקת *"	0.0
סובלים מכאבים ? מה ה בעיה ? ! מריחואנה , לחיים ללא כאבים . ( פרסומת ב ה עולם מתוקן )	0.0
נתנים של הוא הודיע ל יוחר ה כנסת : ב כוונה של אני למנות את פייגלין ל שר כלכלי , את ברקת ל שר ה אוצר , את גדי יברקן ל שר ה קליטה , להחיל ריבונות ביו״ש ו ב קעת ה ירדן , לעשות ל גליזציה ו למוטט את שלטון ה חמאס .	0.0
ה נחתי את משרד ה בריאות ל ה חלק מריחוא של היא חינם ל כולם .	0.0
ה לוואי ש ב אמת היה אפשא לייצר גראס מדשא	0.0
טוגדר - חברת ה קנאביס ה רפואי מזנקת היום בכ - 8.5 % - לאחר דיווח על ש תחפ ל שיווק קנאביס ב ברזיל . ה השוק ה ברזילאי עצום ו גדול פי 20 מ ה שוק ב ישראל ; ו יש ב היא 2 מיליון משתמשים ב קנאביס רפואי״ , אומר נסים ב רכה המנכ״לשלא ל דבר , על רבים מ שאר 198 מיליון ה ברזילאים מעשנים קנאביס לא רפואי pic.twitter .com/cui Y 67UBXb	0.0
"יצא אח ! לכבוד יום ה קנאביס ה בינלאומי שחל היום ( 20.4 ) מציע ח""כ עידן רול ל חברי ה כנסת ו ה ממשלה לתמוך ב הצעת חוק ל לגליזציה של קנאביס , זאת בין ה שאר כ פתרון ל ה משבר ה כלכלי ש נגרם עקב מגפת ה קורונה . ל סרטון ה מלא :"	0.0
ה משטרה פשטה על ה חוף כדי ללכוד גולשים ש הפרו את ה סגר ו ש היו עלולים לגרום ל הדבקה ה מונית של ה דגים בים . לא חבל על כל כוח ה אדם ה זה ? ב זמן ה זה הם יכלו לפשוט על בתים של משתמשי קנאביס תמימים ל ה טח.פהחויחה . ל ה קפפפויטויויחה	0.0
שאלה רצינית האם לפחות דבר אחד טוב יצא מ ה ממשלת שמאל ה זאת ? שאמיר אוחנה יהיה שר ה משטרה האם תיפסק סוף סוף ה רדיפה ה מוגזמת אחרי צרכני קנביס ו ניצול משאבי ה משטרה ל ה משימה ה מיותרת ו לא מועילה ה זאת ?	0.0
לא נשכח ו לא נסלח 4:20 ל גליזציה pic.twitter .com/iC0Afkj1 K y	0.0
ב ה דיונים מ אתמול על אילת שאלו את אני על ה אפשרות להקים קזין של אנחנו ב ה עיר , אבל עצם ה דיון ה זה שגוי . אם אנחנו מעוניינים ב בתי קזין של אנחנו ב ישראל , צריכה להיות ה אפשרות להקים את הם ב כל מקום ש ב הוא היזמים ירצו , ל או דווקא ב ה עיר כ ה זו או אחרת . כך גם לגבי ל גליזציה . ה גבלת הקזינו ל אילת איננה שונה מ סובסידיות . >>	0.0
מ ה יתרונות של לגליזציה : ירידה ב מחירי ה וויד , הריסת ה שוק ה שחור של ה מריחואנה ב ה ארץ ו חיזוק ה כלכלה . מ ה חסרונות של ל גליזציה : אין	0.0
גם ה ליכוד ו גם כחול לבן פיזרו הבטחות בחירות ב נוגע ל קנביס ו מכל ה שרים ש הם יכלו להמציא אין שר ל גילזציה או אפילו ועדת קנביס ו לא בדקתי אבל מוכנה להתערב ש זה לא בקווי ה יסוד :	0.0
ליצמן , עכשיו זה ה זמן להקציב ל כל ישראלי מריחוא של היא . כנס מסיבת עיתונאים ל ה טח.פהחויחה . ל ה קפפפויטויויחה	0.0
"ח""כ מירב כהן , תומכת ל גליזציה , תהיה השרה ל שוויון חברתי . מ משלהירוקה"	0.0
רק ל גליזציה תפסיק את ה טירוף ה זה ראש ה ממשלה ה שר אמיר אוחנה תראו את ה שירשור ה זה ://twitter . com/akibigman/status / 1278964561194909696 …	0.0
"'אפריה ' ( ) , ענקית קנאביס קנדית נוספת , תחל לשווק בקרוב את מוצר של היא ב ישראל , זאת לאחר ש חתמה על הסכם שיתוף פעולה בלעדי עם חברת ה קנאביס ה ישראלית ה קנדוקח ב ראשות רה""מ לשעבר אהוד ב רק . עוד פרטים :"	0.0
לפי ה תכניות ש הוצגו עד היום קנאביס ל מטופלים היה צריך להיות מאושר , שיקום עובדות זנות כבר היו הופך את הן קצינות ב צהל , 900 זקנים מתים ב שנה היו ניצלים מ זיהומים ב מסדרונות , חאן אל אחמר היה מפונה ו נאום בר אילן היה קורה , כסף לא היה עובר ל חמאס ו גולדין ו שאול היו חוזרים , ה ספורט היה נקי	0.0
ה יתרונות ב עישון קנאביס זה שאתה מסטול ו ב מאנצ ו בא לך הכל אבל אתה מסטול מדי בשביל לקום ו לאכול את כל ה מקרר	0.0
ממשלה נהדרת . נקווה ש תקום . והכי חשוב - ל גליזציה עכשיו .	0.0
זה ה איש ש קיבל כל במה אפשרית ב תקשורת , ב צורה חסרת פרופורציות ו תוך התעלמות מ ה עובדה ש הוא ארכי פשיסט גזען , רק בגלל ש אמר את מילת ה קסם : קנאביס . אוהב את אתה מלא אבל מתכוון גם אל אתה …	0.0
ל גליזציה זו לא דקרמינילזציה .	0.0
מחקר ענק גילה : קנביס זה כיף	0.0
